Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,8.79 Lakh,6.3,18.2,1199,88.7,5,honda,jazz,37
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,4.75,20.14,1498,88.8,6,volkswagen,polo,70
Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5,14.72 Lakh,5.8,19.87,1461,83.14,7,nissan,terrano,65
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,,4.65,18.5,1197,82.9,6,hyundai,i20,44
Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44 kmpl,1198 CC,67 bhp,7,,3.25,19.44,1198,67,4,datsun,go,12
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,4.45,15.5,1198,86.7,6,honda,amaze,39
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,16.84 Lakh,12,25.6,1498,98.6,3,honda,city,42
Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5,,0.8,14.4,1396,65,12,tata,indigo,73
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,8.28 Lakh,5.95,24,1186,73.97,2,hyundai,grand,48
Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.47,20,1399,68.05,6,ford,figo,66
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.1,16.47,1198,73.9,8,volkswagen,polo,52
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,7.99,23.65,1248,88.5,5,maruti,s,61
Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.75,20.77,1248,88.8,5,maruti,ertiga,74
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,4.19,19.2,1197,80,7,hyundai,i10,89
Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5,,2.11,16.9,1497,100,14,honda,city,95
Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,7.88 Lakh,6.25,18.15,1198,82,2,mahindra,kuv,15
Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,4.45,20,1399,68.05,7,ford,figo,65
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,,1.75,15.26,1150,74.9,13,chevrolet,aveo,33
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.1,25.83,1498,99,4,ford,figo,71
Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,9.04 Lakh,5.74,21.4,1197,83.1,4,maruti,baleno,20
Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,3.3,16.1,1197,85,10,maruti,swift,71
Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.97 Lakh,8.9,28.4,1248,73.75,3,maruti,dzire,19
Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.8,21.1,814,55.2,7,hyundai,eon,70
Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.99,20.77,1248,88.76,6,maruti,ertiga,54
Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.94,18,1198,86.7,5,honda,amaze,51
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.6 kmpl,1388 CC,68 bhp,5,,1.5,16.6,1388,68,13,ford,fiesta,125
Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,6.5,20.77,1248,88.8,6,maruti,ertiga,22
Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.71,24,1120,70,7,hyundai,grand,63
Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,,5,20.14,1197,81.86,2,hyundai,xcent,31
Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,1.99,19.81,1086,68.05,12,hyundai,i10,60
Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25,18,1198,86.7,3,honda,amaze,32
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.95,20.36,1197,78.9,9,hyundai,i10,9
Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.9 Lakh,3.5,25.17,799,53.3,2,renault,kwid,5
Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.75,22.74,796,47.3,5,maruti,alto,50
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,2.7,16.2,1199,74,9,volkswagen,polo,36
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,,9.9,21.38,1396,88.7,3,hyundai,creta,35
Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,3.96,23.4,1248,74,6,maruti,swift,38
Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,8.25,20.77,1248,88.8,5,maruti,ertiga,40
Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.58,18.6,1197,81.83,2,hyundai,i20,20
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.99,24,1120,70,6,hyundai,grand,73
Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.75,19.7,796,46.3,13,maruti,alto,52
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,,4.1,24.8,1396,88.7,8,hyundai,verna,38
Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,3.56,20,1399,68,5,ford,figo,92
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,9.5,22.7,1498,89.84,3,ford,ecosport,32
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,5.1,25.83,1498,99,4,ford,figo,100
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,5,,1.6,13.8,1399,68,10,ford,ikon,135
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,,3.85,15,1396,98.6,8,hyundai,i20,56
Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.5,25.17,799,53.3,4,renault,kwid,20
Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,5,,1.1,18,995,62,12,chevrolet,spark,62
Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,7.95,26.59,1248,74,5,maruti,swift,62
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,,5.49,25.4,1186,73.97,3,hyundai,xcent,60
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,10.1 Lakh,6.95,19,1199,88.7,3,honda,jazz,17
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.8 kmpl,1399 CC,67 bhp,5,,4.45,17.8,1399,67,7,ford,fiesta,123
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,12.53 Lakh,6.99,25.1,1248,88.5,4,maruti,s-cross,45
Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,7.54,21.4,1197,83.1,2,maruti,baleno,25
Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65,23.2,1248,73.94,4,maruti,ritz,120
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5,,1.4,16.2,995,62.1,8,chevrolet,spark,11
Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.45,18.6,1197,81.83,3,hyundai,i20,3
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.4,24.4,1120,71,4,hyundai,xcent,106
Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,,5.95,19,1199,88.7,5,honda,jazz,27
Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.9,19.4,1198,86.8,7,honda,brio,11
Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.5,24.4,1120,71,3,hyundai,xcent,73
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.5,22.7,1498,89.84,5,ford,ecosport,55
Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,,3.41,21.9,624,37.48,3,tata,nano,18
Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,,3.25,19.4,1198,86.8,7,honda,brio,45
Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.3,24.52,1248,88.5,4,maruti,ertiga,112
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.45,20.36,1197,78.9,10,hyundai,i10,29
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,4.3,15.1,1196,73,4,maruti,eeco,42
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.9,22.9,1248,74,8,maruti,swift,65
Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.41,21.4,1197,83.1,4,maruti,baleno,27
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,3.85,19.1,1197,82,6,hyundai,xcent,51
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,,5.7,20.14,1498,88.73,5,volkswagen,crosspolo,80
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,5.9 Lakh,5.5,20.89,1197,81.8,1,maruti,ignis,12
Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.9,25.2,1248,74,4,maruti,swift,49
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,4.75,19.87,1461,83.8,6,renault,duster,55
Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,,4.7,18.9,1197,82,4,hyundai,grand,13
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,,1.49,16.6,1388,68,12,ford,fiesta,76
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5,,4.5,24.4,1120,71,4,hyundai,xcent,63
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.4,25.8,1498,98.6,6,honda,amaze,74
Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,,3.25,16.4,1497,78,13,honda,city,81
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.84,17,1198,73.75,2,volkswagen,ameo,17
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.75,17,1198,73.75,4,volkswagen,ameo,18
Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.05,18.9,998,67.1,14,maruti,wagon,141
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7,,4.85,24.2,1498,98.6,6,honda,mobilio,80
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,,3.2,17.8,1399,68,9,ford,fiesta,85
Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.5,26.59,1248,74,4,maruti,swift,91
Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.45,17.21,1493,100,6,mahindra,quanto,58
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.75,22.07,1199,73.9,7,volkswagen,polo,77
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,,8.2,12.99,2494,100,8,toyota,innova,85
Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5,,1.1,13,1493,100,15,honda,city,123
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.45,24.7,796,47.3,5,maruti,alto,63
Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3,26.59,1248,74,3,maruti,swift,60
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.06 Lakh,9.25,24.3,1248,88.5,3,maruti,vitara,33
Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,3.45,23,1396,90,7,hyundai,i20,67
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6.56 Lakh,5.25,23.1,998,67.04,3,maruti,celerio,35
Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,2.9,16.95,1197,78.9,8,hyundai,i10,62
Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.8,18.9,1197,82,2,hyundai,grand,43
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,7.22,18.9,1197,82,3,hyundai,grand,28
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.82 Lakh,4.87,18.9,1197,81.86,4,hyundai,grand,29
Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,3.3,16.47,1198,74,7,volkswagen,polo,63
Honda City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,,3,17.7,1497,78,13,honda,city,91
Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.9,14,796,35,3,maruti,omni,24
Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.36,22.74,796,47.3,5,maruti,alto,24
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh,11.39,24.3,1248,88.5,3,maruti,vitara,26
Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.14 Lakh,8,24.3,1248,88.5,4,maruti,vitara,35
Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.11,18.6,1197,81.83,3,hyundai,i20,51
Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.15,19.7,796,46.3,11,maruti,alto,65
Honda Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,3.25,18,1198,86.7,7,honda,amaze,40
Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.61,24,1120,70,7,hyundai,grand,71
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,,4.05,24,1120,70,6,hyundai,grand,33
Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,,0.8,16.1,796,37,11,maruti,800,22
Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5,,5.6,23.59,1364,67.1,6,toyota,etios,59
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,5.35,22.54,1396,88.73,5,hyundai,i20,44
Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.82 Lakh,3.25,24.07,998,67.1,3,maruti,alto,12
Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25,23.1,998,67.04,4,maruti,celerio,38
Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,5.3,19.1,1197,85.8,4,maruti,swift,32
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,9.43,21.43,1364,87.2,6,toyota,corolla,69
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.75,18.5,1197,80,8,hyundai,i20,39
Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,,6.95,21.1,998,100,3,maruti,baleno,46
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,,6.75,17.97,1498,99.6,5,nissan,sunny,27
Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5,18.9,1197,82,5,hyundai,grand,15
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.15,19.1,1197,82,6,hyundai,xcent,12
Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,5.44 Lakh,4.11,21.5,1197,81.8,5,maruti,wagon,49
Toyota Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,,4.56,17.71,1197,78.9,5,toyota,etios,52
Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,5.27,23.59,1364,67.06,5,toyota,etios,49
Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,,9.11,18.06,2523,63,1,mahindra,thar,13
Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,,10.17,21.38,1396,88.7,4,hyundai,creta,42
Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,8.26 Lakh,4.5,28.4,1248,74,6,maruti,swift,115
Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,2.47,19.7,796,46.3,8,maruti,alto,14
Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,,7.9,23.65,1248,88.5,4,maruti,s,58
Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.3,21.1,814,55.2,9,hyundai,eon,68
Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.25,21.1,814,55.2,4,hyundai,eon,30
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5,10.06 Lakh,5.85,20.65,1248,88.7,3,tata,zest,27
Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,,8.32,21.1,998,100,2,maruti,baleno,18
Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.45,20.36,1197,78.9,7,hyundai,i10,59
Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.15,18.9,1197,82,3,hyundai,grand,13
Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.51,19.4,1198,86.8,6,honda,brio,74
Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,,3.45,21.9,1396,88.76,5,hyundai,i20,45
Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.75,16.47,1198,73.9,7,volkswagen,polo,57
Honda City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,,1.45,13,1493,100,19,honda,city,125
Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,,2.2,18.7,1896,66,12,skoda,octavia,80
Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,,5,24.2,1498,98.6,6,honda,mobilio,45
Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7,,5.9,20.77,1248,88.76,8,maruti,ertiga,105
Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.75,18.9,1197,82,7,hyundai,grand,26
Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.75,18,1198,86.7,6,honda,amaze,48
Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.95,18.6,1197,81.83,3,hyundai,i20,5
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.4,17,1198,73.75,4,volkswagen,ameo,16
Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.5 Lakh,2.15,24.07,998,67.1,9,maruti,alto,28
Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,0.9,19.7,796,46.3,15,maruti,alto,49
Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.5,20.51,998,67.04,4,maruti,wagon,12
